driver,noise_scaling,n_subjects,evidence,n,prop
phot,0.5,18,No clear preference,0,0
phot,0.5,19,Favours mel model,0,0
phot,0.5,19,Favours phot model,1000,1
phot,0.5,19,Favours rho model,0,0
phot,0.5,19,No clear preference,0,0
phot,0.5,20,Favours mel model,0,0
phot,0.5,20,Favours phot model,1000,1
phot,0.5,20,Favours rho model,0,0
phot,0.5,20,No clear preference,0,0
phot,0.5,21,Favours mel model,0,0
phot,0.5,21,Favours phot model,1000,1
phot,0.5,21,Favours rho model,0,0
phot,0.5,21,No clear preference,0,0
phot,0.5,22,Favours mel model,0,0
phot,0.5,22,Favours phot model,1000,1
phot,0.5,22,Favours rho model,0,0
phot,0.5,22,No clear preference,0,0
phot,0.5,23,Favours mel model,0,0
phot,0.5,23,Favours phot model,1000,1
phot,0.5,23,Favours rho model,0,0
phot,0.5,23,No clear preference,0,0
phot,0.5,24,Favours mel model,0,0
phot,0.5,24,Favours phot model,1000,1
phot,0.5,24,Favours rho model,0,0
phot,0.5,24,No clear preference,0,0
phot,0.5,25,Favours mel model,0,0
phot,0.5,25,Favours phot model,1000,1
phot,0.5,25,Favours rho model,0,0
phot,0.5,25,No clear preference,0,0
phot,0.5,26,Favours mel model,0,0
phot,0.5,26,Favours phot model,1000,1
phot,0.5,26,Favours rho model,0,0
phot,0.5,26,No clear preference,0,0
phot,0.5,27,Favours mel model,0,0
phot,0.5,27,Favours phot model,1000,1
phot,0.5,27,Favours rho model,0,0
phot,0.5,27,No clear preference,0,0
phot,0.5,28,Favours mel model,0,0
phot,0.5,28,Favours phot model,1000,1
phot,0.5,28,Favours rho model,0,0
phot,0.5,28,No clear preference,0,0
phot,0.5,29,Favours mel model,0,0
phot,0.5,29,Favours phot model,1000,1
phot,0.5,29,Favours rho model,0,0
phot,0.5,29,No clear preference,0,0
phot,0.5,30,Favours mel model,0,0
phot,0.5,30,Favours phot model,1000,1
phot,0.5,30,Favours rho model,0,0
phot,0.5,30,No clear preference,0,0
phot,0.5,31,Favours mel model,0,0
phot,0.5,31,Favours phot model,1000,1
phot,0.5,31,Favours rho model,0,0
phot,0.5,31,No clear preference,0,0
phot,0.5,32,Favours mel model,0,0
phot,0.5,32,Favours phot model,1000,1
phot,0.5,32,Favours rho model,0,0
phot,0.5,32,No clear preference,0,0
phot,0.5,33,Favours mel model,0,0
phot,0.5,33,Favours phot model,1000,1
phot,0.5,33,Favours rho model,0,0
phot,0.5,33,No clear preference,0,0
phot,0.5,34,Favours mel model,0,0
phot,0.5,34,Favours phot model,1000,1
phot,0.5,34,Favours rho model,0,0
phot,0.5,34,No clear preference,0,0
phot,0.5,35,Favours mel model,0,0
phot,0.5,35,Favours phot model,1000,1
phot,0.5,35,Favours rho model,0,0
phot,0.5,35,No clear preference,0,0
phot,0.5,36,Favours mel model,0,0
phot,0.5,36,Favours phot model,1000,1
phot,0.5,36,Favours rho model,0,0
phot,0.5,36,No clear preference,0,0
phot,0.5,37,Favours mel model,0,0
phot,0.5,37,Favours phot model,1000,1
phot,0.5,37,Favours rho model,0,0
phot,0.5,37,No clear preference,0,0
phot,0.5,38,Favours mel model,0,0
phot,0.5,38,Favours phot model,1000,1
phot,0.5,38,Favours rho model,0,0
phot,0.5,38,No clear preference,0,0
phot,0.5,39,Favours mel model,0,0
phot,0.5,39,Favours phot model,1000,1
phot,0.5,39,Favours rho model,0,0
phot,0.5,39,No clear preference,0,0
phot,0.5,40,Favours mel model,0,0
phot,0.5,40,Favours phot model,1000,1
phot,0.5,40,Favours rho model,0,0
phot,0.5,40,No clear preference,0,0
phot,0.5,41,Favours mel model,0,0
phot,0.5,41,Favours phot model,1000,1
phot,0.5,41,Favours rho model,0,0
phot,0.5,41,No clear preference,0,0
phot,0.5,42,Favours mel model,0,0
phot,0.5,42,Favours phot model,1000,1
phot,0.5,42,Favours rho model,0,0
phot,0.5,42,No clear preference,0,0
phot,0.5,43,Favours mel model,0,0
phot,0.5,43,Favours phot model,1000,1
phot,0.5,43,Favours rho model,0,0
phot,0.5,43,No clear preference,0,0
phot,0.5,44,Favours mel model,0,0
phot,0.5,44,Favours phot model,1000,1
phot,0.5,44,Favours rho model,0,0
phot,0.5,44,No clear preference,0,0
phot,0.5,45,Favours mel model,0,0
phot,0.5,45,Favours phot model,1000,1
phot,0.5,45,Favours rho model,0,0
phot,0.5,45,No clear preference,0,0
phot,0.5,46,Favours mel model,0,0
phot,0.5,46,Favours phot model,1000,1
phot,0.5,46,Favours rho model,0,0
phot,0.5,46,No clear preference,0,0
phot,0.5,47,Favours mel model,0,0
phot,0.5,47,Favours phot model,1000,1
phot,0.5,47,Favours rho model,0,0
phot,0.5,47,No clear preference,0,0
phot,0.5,48,Favours mel model,0,0
phot,0.5,48,Favours phot model,1000,1
phot,0.5,48,Favours rho model,0,0
phot,0.5,48,No clear preference,0,0
phot,0.5,49,Favours mel model,0,0
phot,0.5,49,Favours phot model,1000,1
phot,0.5,49,Favours rho model,0,0
phot,0.5,49,No clear preference,0,0
phot,0.5,50,Favours mel model,0,0
phot,0.5,50,Favours phot model,1000,1
phot,0.5,50,Favours rho model,0,0
phot,0.5,50,No clear preference,0,0
phot,1,2,Favours mel model,0,0
phot,1,2,Favours phot model,972,0.972
phot,1,2,Favours rho model,0,0
phot,1,2,No clear preference,28,0.028
phot,1,3,Favours mel model,0,0
phot,1,3,Favours phot model,997,0.997
phot,1,3,Favours rho model,0,0
phot,1,3,No clear preference,3,0.003
phot,1,4,Favours mel model,0,0
phot,1,4,Favours phot model,1000,1
phot,1,4,Favours rho model,0,0
phot,1,4,No clear preference,0,0
phot,1,5,Favours mel model,0,0
phot,1,5,Favours phot model,1000,1
phot,1,5,Favours rho model,0,0
phot,1,5,No clear preference,0,0
phot,1,6,Favours mel model,0,0
phot,1,6,Favours phot model,1000,1
phot,1,6,Favours rho model,0,0
phot,1,6,No clear preference,0,0
phot,1,7,Favours mel model,0,0
phot,1,7,Favours phot model,1000,1
phot,1,7,Favours rho model,0,0
phot,1,7,No clear preference,0,0
phot,1,8,Favours mel model,0,0
phot,1,8,Favours phot model,1000,1
phot,1,8,Favours rho model,0,0
phot,1,8,No clear preference,0,0
phot,1,9,Favours mel model,0,0
phot,1,9,Favours phot model,1000,1
phot,1,9,Favours rho model,0,0
phot,1,9,No clear preference,0,0
phot,1,10,Favours mel model,0,0
phot,1,10,Favours phot model,1000,1
phot,1,10,Favours rho model,0,0
phot,1,10,No clear preference,0,0
phot,1,11,Favours mel model,0,0
phot,1,11,Favours phot model,1000,1
phot,1,11,Favours rho model,0,0
phot,1,11,No clear preference,0,0
phot,1,12,Favours mel model,0,0
phot,1,12,Favours phot model,1000,1
phot,1,12,Favours rho model,0,0
phot,1,12,No clear preference,0,0
phot,1,13,Favours mel model,0,0
phot,1,13,Favours phot model,1000,1
phot,1,13,Favours rho model,0,0
phot,1,13,No clear preference,0,0
phot,1,14,Favours mel model,0,0
phot,1,14,Favours phot model,1000,1
phot,1,14,Favours rho model,0,0
phot,1,14,No clear preference,0,0
phot,1,15,Favours mel model,0,0
phot,1,15,Favours phot model,1000,1
phot,1,15,Favours rho model,0,0
phot,1,15,No clear preference,0,0
phot,1,16,Favours mel model,0,0
phot,1,16,Favours phot model,1000,1
phot,1,16,Favours rho model,0,0
phot,1,16,No clear preference,0,0
phot,1,17,Favours mel model,0,0
phot,1,17,Favours phot model,1000,1
phot,1,17,Favours rho model,0,0
phot,1,17,No clear preference,0,0
phot,1,18,Favours mel model,0,0
phot,1,18,Favours phot model,1000,1
phot,1,18,Favours rho model,0,0
phot,1,18,No clear preference,0,0
phot,1,19,Favours mel model,0,0
phot,1,19,Favours phot model,1000,1
phot,1,19,Favours rho model,0,0
phot,1,19,No clear preference,0,0
phot,1,20,Favours mel model,0,0
phot,1,20,Favours phot model,1000,1
phot,1,20,Favours rho model,0,0
phot,1,20,No clear preference,0,0
phot,1,21,Favours mel model,0,0
phot,1,21,Favours phot model,1000,1
phot,1,21,Favours rho model,0,0
phot,1,21,No clear preference,0,0
phot,1,22,Favours mel model,0,0
phot,1,22,Favours phot model,1000,1
phot,1,22,Favours rho model,0,0
phot,1,22,No clear preference,0,0
phot,1,23,Favours mel model,0,0
phot,1,23,Favours phot model,1000,1
phot,1,23,Favours rho model,0,0
phot,1,23,No clear preference,0,0
phot,1,24,Favours mel model,0,0
phot,1,24,Favours phot model,1000,1
phot,1,24,Favours rho model,0,0
phot,1,24,No clear preference,0,0
phot,1,25,Favours mel model,0,0
phot,1,25,Favours phot model,1000,1
phot,1,25,Favours rho model,0,0
phot,1,25,No clear preference,0,0
phot,1,26,Favours mel model,0,0
phot,1,26,Favours phot model,1000,1
phot,1,26,Favours rho model,0,0
phot,1,26,No clear preference,0,0
phot,1,27,Favours mel model,0,0
phot,1,27,Favours phot model,1000,1
phot,1,27,Favours rho model,0,0
phot,1,27,No clear preference,0,0
phot,1,28,Favours mel model,0,0
phot,1,28,Favours phot model,1000,1
phot,1,28,Favours rho model,0,0
phot,1,28,No clear preference,0,0
phot,1,29,Favours mel model,0,0
phot,1,29,Favours phot model,1000,1
phot,1,29,Favours rho model,0,0
phot,1,29,No clear preference,0,0
phot,1,30,Favours mel model,0,0
phot,1,30,Favours phot model,1000,1
phot,1,30,Favours rho model,0,0
phot,1,30,No clear preference,0,0
phot,1,31,Favours mel model,0,0
phot,1,31,Favours phot model,1000,1
phot,1,31,Favours rho model,0,0
phot,1,31,No clear preference,0,0
phot,1,32,Favours mel model,0,0
phot,1,32,Favours phot model,1000,1
phot,1,32,Favours rho model,0,0
phot,1,32,No clear preference,0,0
phot,1,33,Favours mel model,0,0
phot,1,33,Favours phot model,1000,1
phot,1,33,Favours rho model,0,0
phot,1,33,No clear preference,0,0
phot,1,34,Favours mel model,0,0
phot,1,34,Favours phot model,1000,1
phot,1,34,Favours rho model,0,0
phot,1,34,No clear preference,0,0
phot,1,35,Favours mel model,0,0
phot,1,35,Favours phot model,1000,1
phot,1,35,Favours rho model,0,0
phot,1,35,No clear preference,0,0
phot,1,36,Favours mel model,0,0
phot,1,36,Favours phot model,1000,1
phot,1,36,Favours rho model,0,0
phot,1,36,No clear preference,0,0
phot,1,37,Favours mel model,0,0
phot,1,37,Favours phot model,1000,1
phot,1,37,Favours rho model,0,0
phot,1,37,No clear preference,0,0
phot,1,38,Favours mel model,0,0
phot,1,38,Favours phot model,1000,1
phot,1,38,Favours rho model,0,0
phot,1,38,No clear preference,0,0
phot,1,39,Favours mel model,0,0
phot,1,39,Favours phot model,1000,1
phot,1,39,Favours rho model,0,0
phot,1,39,No clear preference,0,0
phot,1,40,Favours mel model,0,0
phot,1,40,Favours phot model,1000,1
phot,1,40,Favours rho model,0,0
phot,1,40,No clear preference,0,0
phot,1,41,Favours mel model,0,0
phot,1,41,Favours phot model,1000,1
phot,1,41,Favours rho model,0,0
phot,1,41,No clear preference,0,0
phot,1,42,Favours mel model,0,0
phot,1,42,Favours phot model,1000,1
phot,1,42,Favours rho model,0,0
phot,1,42,No clear preference,0,0
phot,1,43,Favours mel model,0,0
phot,1,43,Favours phot model,1000,1
phot,1,43,Favours rho model,0,0
phot,1,43,No clear preference,0,0
phot,1,44,Favours mel model,0,0
phot,1,44,Favours phot model,1000,1
phot,1,44,Favours rho model,0,0
phot,1,44,No clear preference,0,0
phot,1,45,Favours mel model,0,0
phot,1,45,Favours phot model,1000,1
phot,1,45,Favours rho model,0,0
phot,1,45,No clear preference,0,0
phot,1,46,Favours mel model,0,0
phot,1,46,Favours phot model,1000,1
phot,1,46,Favours rho model,0,0
phot,1,46,No clear preference,0,0
phot,1,47,Favours mel model,0,0
phot,1,47,Favours phot model,1000,1
phot,1,47,Favours rho model,0,0
phot,1,47,No clear preference,0,0
phot,1,48,Favours mel model,0,0
phot,1,48,Favours phot model,1000,1
phot,1,48,Favours rho model,0,0
phot,1,48,No clear preference,0,0
phot,1,49,Favours mel model,0,0
phot,1,49,Favours phot model,1000,1
phot,1,49,Favours rho model,0,0
phot,1,49,No clear preference,0,0
phot,1,50,Favours mel model,0,0
phot,1,50,Favours phot model,1000,1
phot,1,50,Favours rho model,0,0
phot,1,50,No clear preference,0,0
phot,2,2,Favours mel model,0,0
phot,2,2,Favours phot model,917,0.917
phot,2,2,Favours rho model,3,0.003
phot,2,2,No clear preference,80,0.08
phot,2,3,Favours mel model,0,0
phot,2,3,Favours phot model,962,0.962
phot,2,3,Favours rho model,4,0.004
phot,2,3,No clear preference,34,0.034
phot,2,4,Favours mel model,0,0
phot,2,4,Favours phot model,988,0.988
phot,2,4,Favours rho model,0,0
phot,2,4,No clear preference,12,0.012
phot,2,5,Favours mel model,0,0
phot,2,5,Favours phot model,995,0.995
phot,2,5,Favours rho model,0,0
phot,2,5,No clear preference,5,0.005
phot,2,6,Favours mel model,0,0
phot,2,6,Favours phot model,1000,1
phot,2,6,Favours rho model,0,0
phot,2,6,No clear preference,0,0
phot,2,7,Favours mel model,0,0
phot,2,7,Favours phot model,999,1
phot,2,7,Favours rho model,0,0
phot,2,7,No clear preference,0,0
phot,2,8,Favours mel model,0,0
phot,2,8,Favours phot model,1000,1
phot,2,8,Favours rho model,0,0
phot,2,8,No clear preference,0,0
phot,2,9,Favours mel model,0,0
phot,2,9,Favours phot model,999,1
phot,2,9,Favours rho model,0,0
phot,2,9,No clear preference,0,0
phot,2,10,Favours mel model,0,0
phot,2,10,Favours phot model,1000,1
phot,2,10,Favours rho model,0,0
phot,2,10,No clear preference,0,0
phot,2,11,Favours mel model,0,0
phot,2,11,Favours phot model,1000,1
phot,2,11,Favours rho model,0,0
phot,2,11,No clear preference,0,0
phot,2,12,Favours mel model,0,0
phot,2,12,Favours phot model,1000,1
phot,2,12,Favours rho model,0,0
phot,2,12,No clear preference,0,0
phot,2,13,Favours mel model,0,0
phot,2,13,Favours phot model,1000,1
phot,2,13,Favours rho model,0,0
phot,2,13,No clear preference,0,0
phot,2,14,Favours mel model,0,0
phot,2,14,Favours phot model,1000,1
phot,2,14,Favours rho model,0,0
phot,2,14,No clear preference,0,0
phot,2,15,Favours mel model,0,0
phot,2,15,Favours phot model,1000,1
phot,2,15,Favours rho model,0,0
phot,2,15,No clear preference,0,0
phot,2,16,Favours mel model,0,0
phot,2,16,Favours phot model,1000,1
phot,2,16,Favours rho model,0,0
phot,2,16,No clear preference,0,0
phot,2,17,Favours mel model,0,0
phot,2,17,Favours phot model,1000,1
phot,2,17,Favours rho model,0,0
phot,2,17,No clear preference,0,0
phot,2,18,Favours mel model,0,0
phot,2,18,Favours phot model,1000,1
phot,2,18,Favours rho model,0,0
phot,2,18,No clear preference,0,0
phot,2,19,Favours mel model,0,0
phot,2,19,Favours phot model,1000,1
phot,2,19,Favours rho model,0,0
phot,2,19,No clear preference,0,0
phot,2,20,Favours mel model,0,0
phot,2,20,Favours phot model,1000,1
phot,2,20,Favours rho model,0,0
phot,2,20,No clear preference,0,0
phot,2,21,Favours mel model,0,0
phot,2,21,Favours phot model,1000,1
phot,2,21,Favours rho model,0,0
phot,2,21,No clear preference,0,0
phot,2,22,Favours mel model,0,0
phot,2,22,Favours phot model,1000,1
phot,2,22,Favours rho model,0,0
phot,2,22,No clear preference,0,0
phot,2,23,Favours mel model,0,0
phot,2,23,Favours phot model,1000,1
phot,2,23,Favours rho model,0,0
phot,2,23,No clear preference,0,0
phot,2,24,Favours mel model,0,0
phot,2,24,Favours phot model,1000,1
phot,2,24,Favours rho model,0,0
phot,2,24,No clear preference,0,0
phot,2,25,Favours mel model,0,0
phot,2,25,Favours phot model,1000,1
phot,2,25,Favours rho model,0,0
phot,2,25,No clear preference,0,0
phot,2,26,Favours mel model,0,0
phot,2,26,Favours phot model,1000,1
phot,2,26,Favours rho model,0,0
phot,2,26,No clear preference,0,0
phot,2,27,Favours mel model,0,0
phot,2,27,Favours phot model,1000,1
phot,2,27,Favours rho model,0,0
phot,2,27,No clear preference,0,0
phot,2,28,Favours mel model,0,0
phot,2,28,Favours phot model,1000,1
phot,2,28,Favours rho model,0,0
phot,2,28,No clear preference,0,0
phot,2,29,Favours mel model,0,0
phot,2,29,Favours phot model,1000,1
phot,2,29,Favours rho model,0,0
phot,2,29,No clear preference,0,0
phot,2,30,Favours mel model,0,0
phot,2,30,Favours phot model,1000,1
phot,2,30,Favours rho model,0,0
phot,2,30,No clear preference,0,0
phot,2,31,Favours mel model,0,0
phot,2,31,Favours phot model,1000,1
phot,2,31,Favours rho model,0,0
phot,2,31,No clear preference,0,0
phot,2,32,Favours mel model,0,0
phot,2,32,Favours phot model,1000,1
phot,2,32,Favours rho model,0,0
phot,2,32,No clear preference,0,0
phot,2,33,Favours mel model,0,0
phot,2,33,Favours phot model,1000,1
phot,2,33,Favours rho model,0,0
phot,2,33,No clear preference,0,0
phot,2,34,Favours mel model,0,0
phot,2,34,Favours phot model,1000,1
phot,2,34,Favours rho model,0,0
phot,2,34,No clear preference,0,0
phot,2,35,Favours mel model,0,0
phot,2,35,Favours phot model,1000,1
phot,2,35,Favours rho model,0,0
phot,2,35,No clear preference,0,0
phot,2,36,Favours mel model,0,0
phot,2,36,Favours phot model,1000,1
phot,2,36,Favours rho model,0,0
phot,2,36,No clear preference,0,0
phot,2,37,Favours mel model,0,0
phot,2,37,Favours phot model,1000,1
phot,2,37,Favours rho model,0,0
phot,2,37,No clear preference,0,0
phot,2,38,Favours mel model,0,0
phot,2,38,Favours phot model,1000,1
phot,2,38,Favours rho model,0,0
phot,2,38,No clear preference,0,0
phot,2,39,Favours mel model,0,0
phot,2,39,Favours phot model,1000,1
phot,2,39,Favours rho model,0,0
phot,2,39,No clear preference,0,0
phot,2,40,Favours mel model,0,0
phot,2,40,Favours phot model,1000,1
phot,2,40,Favours rho model,0,0
phot,2,40,No clear preference,0,0
phot,2,41,Favours mel model,0,0
phot,2,41,Favours phot model,1000,1
phot,2,41,Favours rho model,0,0
phot,2,41,No clear preference,0,0
phot,2,42,Favours mel model,0,0
phot,2,42,Favours phot model,1000,1
phot,2,42,Favours rho model,0,0
phot,2,42,No clear preference,0,0
phot,2,43,Favours mel model,0,0
phot,2,43,Favours phot model,1000,1
phot,2,43,Favours rho model,0,0
phot,2,43,No clear preference,0,0
phot,2,44,Favours mel model,0,0
phot,2,44,Favours phot model,1000,1
phot,2,44,Favours rho model,0,0
phot,2,44,No clear preference,0,0
phot,2,45,Favours mel model,0,0
phot,2,45,Favours phot model,1000,1
phot,2,45,Favours rho model,0,0
phot,2,45,No clear preference,0,0
phot,2,46,Favours mel model,0,0
phot,2,46,Favours phot model,1000,1
phot,2,46,Favours rho model,0,0
phot,2,46,No clear preference,0,0
phot,2,47,Favours mel model,0,0
phot,2,47,Favours phot model,1000,1
phot,2,47,Favours rho model,0,0
phot,2,47,No clear preference,0,0
phot,2,48,Favours mel model,0,0
phot,2,48,Favours phot model,1000,1
phot,2,48,Favours rho model,0,0
phot,2,48,No clear preference,0,0
phot,2,49,Favours mel model,0,0
phot,2,49,Favours phot model,1000,1
phot,2,49,Favours rho model,0,0
phot,2,49,No clear preference,0,0
phot,2,50,Favours mel model,0,0
phot,2,50,Favours phot model,1000,1
phot,2,50,Favours rho model,0,0
phot,2,50,No clear preference,0,0
phot,4,2,Favours mel model,0,0
phot,4,2,Favours phot model,636,0.636
phot,4,2,Favours rho model,3,0.003
phot,4,2,No clear preference,361,0.361
phot,4,3,Favours mel model,0,0
phot,4,3,Favours phot model,749,0.749
phot,4,3,Favours rho model,9,0.009
phot,4,3,No clear preference,242,0.242
phot,4,4,Favours mel model,0,0
phot,4,4,Favours phot model,825,0.825
phot,4,4,Favours rho model,3,0.003
phot,4,4,No clear preference,172,0.172
phot,4,5,Favours mel model,0,0
phot,4,5,Favours phot model,878,0.878
phot,4,5,Favours rho model,5,0.005
phot,4,5,No clear preference,117,0.117
phot,4,6,Favours mel model,0,0
phot,4,6,Favours phot model,919,0.919
phot,4,6,Favours rho model,7,0.007
phot,4,6,No clear preference,74,0.074
phot,4,7,Favours mel model,0,0
phot,4,7,Favours phot model,937,0.937
phot,4,7,Favours rho model,7,0.007
phot,4,7,No clear preference,56,0.056
phot,4,8,Favours mel model,0,0
phot,4,8,Favours phot model,955,0.955
phot,4,8,Favours rho model,3,0.003
phot,4,8,No clear preference,42,0.042
phot,4,9,Favours mel model,0,0
phot,4,9,Favours phot model,978,0.978
phot,4,9,Favours rho model,2,0.002
phot,4,9,No clear preference,20,0.02
phot,4,10,Favours mel model,0,0
phot,4,10,Favours phot model,986,0.986
phot,4,10,Favours rho model,2,0.002
phot,4,10,No clear preference,12,0.012
phot,4,11,Favours mel model,0,0
phot,4,11,Favours phot model,988,0.988
phot,4,11,Favours rho model,3,0.003
phot,4,11,No clear preference,9,0.009
phot,4,12,Favours mel model,0,0
phot,4,12,Favours phot model,991,0.991
phot,4,12,Favours rho model,0,0
phot,4,12,No clear preference,9,0.009
phot,4,13,Favours mel model,0,0
phot,4,13,Favours phot model,996,0.996
phot,4,13,Favours rho model,1,0.001
phot,4,13,No clear preference,3,0.003
phot,4,14,Favours mel model,0,0
phot,4,14,Favours phot model,995,0.995
phot,4,14,Favours rho model,0,0
phot,4,14,No clear preference,5,0.005
phot,4,15,Favours mel model,0,0
phot,4,15,Favours phot model,998,0.998
phot,4,15,Favours rho model,2,0.002
phot,4,15,No clear preference,0,0
phot,4,16,Favours mel model,0,0
phot,4,16,Favours phot model,997,0.997
phot,4,16,Favours rho model,0,0
phot,4,16,No clear preference,3,0.003
phot,4,17,Favours mel model,0,0
phot,4,17,Favours phot model,998,0.998
phot,4,17,Favours rho model,2,0.002
phot,4,17,No clear preference,0,0
phot,4,18,Favours mel model,0,0
phot,4,18,Favours phot model,1000,1
phot,4,18,Favours rho model,0,0
phot,4,18,No clear preference,0,0
phot,4,19,Favours mel model,0,0
phot,4,19,Favours phot model,999,0.999
phot,4,19,Favours rho model,0,0
phot,4,19,No clear preference,1,0.001
phot,4,20,Favours mel model,0,0
phot,4,20,Favours phot model,1000,1
phot,4,20,Favours rho model,0,0
phot,4,20,No clear preference,0,0
phot,4,21,Favours mel model,0,0
phot,4,21,Favours phot model,998,0.998
phot,4,21,Favours rho model,1,0.001
phot,4,21,No clear preference,1,0.001
phot,4,22,Favours mel model,0,0
phot,4,22,Favours phot model,999,0.999
phot,4,22,Favours rho model,0,0
phot,4,22,No clear preference,1,0.001
phot,4,23,Favours mel model,0,0
phot,4,23,Favours phot model,1000,1
phot,4,23,Favours rho model,0,0
phot,4,23,No clear preference,0,0
phot,4,24,Favours mel model,0,0
phot,4,24,Favours phot model,1000,1
phot,4,24,Favours rho model,0,0
phot,4,24,No clear preference,0,0
phot,4,25,Favours mel model,0,0
phot,4,25,Favours phot model,999,0.999
phot,4,25,Favours rho model,0,0
phot,4,25,No clear preference,1,0.001
phot,4,26,Favours mel model,0,0
phot,4,26,Favours phot model,1000,1
phot,4,26,Favours rho model,0,0
phot,4,26,No clear preference,0,0
phot,4,27,Favours mel model,0,0
phot,4,27,Favours phot model,1000,1
phot,4,27,Favours rho model,0,0
phot,4,27,No clear preference,0,0
phot,4,28,Favours mel model,0,0
phot,4,28,Favours phot model,1000,1
phot,4,28,Favours rho model,0,0
phot,4,28,No clear preference,0,0
phot,4,29,Favours mel model,0,0
phot,4,29,Favours phot model,1000,1
phot,4,29,Favours rho model,0,0
phot,4,29,No clear preference,0,0
phot,4,30,Favours mel model,0,0
phot,4,30,Favours phot model,1000,1
phot,4,30,Favours rho model,0,0
phot,4,30,No clear preference,0,0
phot,4,31,Favours mel model,0,0
phot,4,31,Favours phot model,1000,1
phot,4,31,Favours rho model,0,0
phot,4,31,No clear preference,0,0
phot,4,32,Favours mel model,0,0
phot,4,32,Favours phot model,1000,1
phot,4,32,Favours rho model,0,0
phot,4,32,No clear preference,0,0
phot,4,33,Favours mel model,0,0
phot,4,33,Favours phot model,1000,1
phot,4,33,Favours rho model,0,0
phot,4,33,No clear preference,0,0
phot,4,34,Favours mel model,0,0
phot,4,34,Favours phot model,1000,1
phot,4,34,Favours rho model,0,0
phot,4,34,No clear preference,0,0
phot,4,35,Favours mel model,0,0
phot,4,35,Favours phot model,1000,1
phot,4,35,Favours rho model,0,0
phot,4,35,No clear preference,0,0
phot,4,36,Favours mel model,0,0
phot,4,36,Favours phot model,1000,1
phot,4,36,Favours rho model,0,0
phot,4,36,No clear preference,0,0
phot,4,37,Favours mel model,0,0
phot,4,37,Favours phot model,1000,1
phot,4,37,Favours rho model,0,0
phot,4,37,No clear preference,0,0
phot,4,38,Favours mel model,0,0
phot,4,38,Favours phot model,1000,1
phot,4,38,Favours rho model,0,0
phot,4,38,No clear preference,0,0
phot,4,39,Favours mel model,0,0
phot,4,39,Favours phot model,1000,1
phot,4,39,Favours rho model,0,0
phot,4,39,No clear preference,0,0
phot,4,40,Favours mel model,0,0
phot,4,40,Favours phot model,1000,1
phot,4,40,Favours rho model,0,0
phot,4,40,No clear preference,0,0
phot,4,41,Favours mel model,0,0
phot,4,41,Favours phot model,1000,1
phot,4,41,Favours rho model,0,0
phot,4,41,No clear preference,0,0
phot,4,42,Favours mel model,0,0
phot,4,42,Favours phot model,1000,1
phot,4,42,Favours rho model,0,0
phot,4,42,No clear preference,0,0
phot,4,43,Favours mel model,0,0
phot,4,43,Favours phot model,1000,1
phot,4,43,Favours rho model,0,0
phot,4,43,No clear preference,0,0
phot,4,44,Favours mel model,0,0
phot,4,44,Favours phot model,1000,1
phot,4,44,Favours rho model,0,0
phot,4,44,No clear preference,0,0
phot,4,45,Favours mel model,0,0
phot,4,45,Favours phot model,1000,1
phot,4,45,Favours rho model,0,0
phot,4,45,No clear preference,0,0
phot,4,46,Favours mel model,0,0
phot,4,46,Favours phot model,1000,1
phot,4,46,Favours rho model,0,0
phot,4,46,No clear preference,0,0
phot,4,47,Favours mel model,0,0
phot,4,47,Favours phot model,1000,1
phot,4,47,Favours rho model,0,0
phot,4,47,No clear preference,0,0
phot,4,48,Favours mel model,0,0
phot,4,48,Favours phot model,1000,1
phot,4,48,Favours rho model,0,0
phot,4,48,No clear preference,0,0
phot,4,49,Favours mel model,0,0
phot,4,49,Favours phot model,1000,1
phot,4,49,Favours rho model,0,0
phot,4,49,No clear preference,0,0
phot,4,50,Favours mel model,0,0
phot,4,50,Favours phot model,1000,1
phot,4,50,Favours rho model,0,0
phot,4,50,No clear preference,0,0
phot,6,2,Favours mel model,0,0
phot,6,2,Favours phot model,375,0.375
phot,6,2,Favours rho model,4,0.004
phot,6,2,No clear preference,621,0.621
phot,6,3,Favours mel model,1,0.001
phot,6,3,Favours phot model,479,0.479
phot,6,3,Favours rho model,11,0.011
phot,6,3,No clear preference,509,0.509
phot,6,4,Favours mel model,0,0
phot,6,4,Favours phot model,567,0.567
phot,6,4,Favours rho model,7,0.007
phot,6,4,No clear preference,426,0.426
phot,6,5,Favours mel model,0,0
phot,6,5,Favours phot model,656,0.6566566566566566
phot,6,5,Favours rho model,8,0.008008008008008008
phot,6,5,No clear preference,335,0.3353353353353353
phot,6,6,Favours mel model,1,0.001
phot,6,6,Favours phot model,687,0.687
phot,6,6,Favours rho model,4,0.004
phot,6,6,No clear preference,308,0.308
phot,6,7,Favours mel model,0,0
phot,6,7,Favours phot model,767,0.767
phot,6,7,Favours rho model,4,0.004
phot,6,7,No clear preference,229,0.229
phot,6,8,Favours mel model,0,0
phot,6,8,Favours phot model,784,0.784
phot,6,8,Favours rho model,7,0.007
phot,6,8,No clear preference,209,0.209
phot,6,9,Favours mel model,0,0
phot,6,9,Favours phot model,835,0.835
phot,6,9,Favours rho model,9,0.009
phot,6,9,No clear preference,156,0.156
phot,6,10,Favours mel model,0,0
phot,6,10,Favours phot model,860,0.86
phot,6,10,Favours rho model,5,0.005
